occurrence_id,keyword,keyword_romanization,subject,book_slug,book_title,reader_page,occurrence_on_page,char_position_in_page,left_context,keyword_in_context,right_context,context_compact,source_file,source_url
60,民族,minzu,history,gaozhong-benguoshi,高中本国史,221,3,64,"雜亂爲簡單,化奢侈爲樸素。惟其能改變生活之方式,乃能恢復民族之生活力。惟能恢復民族之生活力,乃可以語",民族,"復興。關於此種運動之責任,|蔣氏謂「絕不希望全體民衆能作到完全要靠一般知識分子作民衆領袖之人,推己及","雜亂爲簡單,化奢侈爲樸素。惟其能改變生活之方式,乃能恢復民族之生活力。惟能恢復民族之生活力,乃可以語民族復興。關於此種運動之責任,|蔣氏謂「絕不希望全體民衆能作到完全要靠一般知識分子作民衆領袖之人,推己及",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
61,民族,minzu,history,gaozhong-benguoshi,高中本国史,221,4,320,"動。中央民衆運動指導委員會特爲此事,於三月十七發表通電,喚起全國民衆。如果自上而下,推行不斷。中|國",民族,"復興,其在斯乎。全國經濟會議槪況表【注」民國二十三年三月二十六日1a常委|汪精衞,宋子文,孔祥熙(甲","動。中央民衆運動指導委員會特爲此事,於三月十七發表通電,喚起全國民衆。如果自上而下,推行不斷。中|國民族復興,其在斯乎。全國經濟會議槪況表【注」民國二十三年三月二十六日1a常委|汪精衞,宋子文,孔祥熙(甲",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
62,民族,minzu,history,gaozhong-benguoshi,高中本国史,223,1,148,"、義、廉、恥爲中心2以教、養、衞三字,完成新生活之訓練(丁)教之意義|爲禮、義廉恥,尤以廉、恥爲復興",民族,的武器(戊)養之意義|衣食、住、行要合乎整齊、淸潔、簡單「樸素四條件新生活運動(己)衞之意義|爲民族,"、義、廉、恥爲中心2以教、養、衞三字,完成新生活之訓練(丁)教之意義|爲禮、義廉恥,尤以廉、恥爲復興民族的武器(戊)養之意義|衣食、住、行要合乎整齊、淸潔、簡單「樸素四條件新生活運動(己)衞之意義|爲民族",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
63,民族,minzu,history,gaozhong-benguoshi,高中本国史,223,2,198,民族的武器(戊)養之意義|衣食、住、行要合乎整齊、淸潔、簡單「樸素四條件新生活運動(己)衞之意義|爲,民族,"團結,治本辦法在教育,治標辦法在「嚴守紀律服從命令」八字(工圖爲盾形,表示自衞(庚)標幟圖樣以盾中有","民族的武器(戊)養之意義|衣食、住、行要合乎整齊、淸潔、簡單「樸素四條件新生活運動(己)衞之意義|爲民族團結,治本辦法在教育,治標辦法在「嚴守紀律服從命令」八字(工圖爲盾形,表示自衞(庚)標幟圖樣以盾中有",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
64,民族,minzu,history,gaozhong-benguoshi,高中本国史,227,1,149,"_黨無歷史關係,於是新黨領袖慾勃發貿然嘗試組黨,以「內除國賊外抗強權」爲口號不贊成建基礎於和平人道之",民族,"主義,而主張建基礎於武力霸道之國家主義。不服從三民主義創造者孫_中山,而偏要高呼普恩_加賷是吾師以示","_黨無歷史關係,於是新黨領袖慾勃發貿然嘗試組黨,以「內除國賊外抗強權」爲口號不贊成建基礎於和平人道之民族主義,而主張建基礎於武力霸道之國家主義。不服從三民主義創造者孫_中山,而偏要高呼普恩_加賷是吾師以示",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
65,民族,minzu,history,gaozhong-benguoshi,高中本国史,230,1,425,"綱要表【注」據第三次全國代表大會議決案一根據三民主義,以充實人民生活扶助社會生存,發展國民生計,延續",民族,"生命爲目的(甲)教育宗旨/2務使民族獨立,民權普徧,民生發展,以促進世界大同「I.各級學校|以史地科","綱要表【注」據第三次全國代表大會議決案一根據三民主義,以充實人民生活扶助社會生存,發展國民生計,延續民族生命爲目的(甲)教育宗旨/2務使民族獨立,民權普徧,民生發展,以促進世界大同「I.各級學校|以史地科",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
66,民族,minzu,history,gaozhong-benguoshi,高中本国史,230,2,443,"案一根據三民主義,以充實人民生活扶助社會生存,發展國民生計,延續民族生命爲目的(甲)教育宗旨/2務使",民族,"獨立,民權普徧,民生發展,以促進世界大同「I.各級學校|以史地科,圍明民族眞諦,以集合生活,訓練民權","案一根據三民主義,以充實人民生活扶助社會生存,發展國民生計,延續民族生命爲目的(甲)教育宗旨/2務使民族獨立,民權普徧,民生發展,以促進世界大同「I.各級學校|以史地科,圍明民族眞諦,以集合生活,訓練民權",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
67,民族,minzu,history,gaozhong-benguoshi,高中本国史,230,3,480,"目的(甲)教育宗旨/2務使民族獨立,民權普徧,民生發展,以促進世界大同「I.各級學校|以史地科,圍明",民族,"眞諦,以集合生活,訓練民權運用,","目的(甲)教育宗旨/2務使民族獨立,民權普徧,民生發展,以促進世界大同「I.各級學校|以史地科,圍明民族眞諦,以集合生活,訓練民權運用,",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
68,民族,minzu,history,gaozhong-benguoshi,高中本国史,233,1,10,第六編結論第一章我國,民族,"發展之囘顧中華_民族合漢、滿、蒙囘、藏|、苗六族組合而成。距今四千年前,漢|族滋榮於黃|河流發展之族","第六編結論第一章我國民族發展之囘顧中華_民族合漢、滿、蒙囘、藏|、苗六族組合而成。距今四千年前,漢|族滋榮於黃|河流發展之族",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
69,民族,minzu,history,gaozhong-benguoshi,高中本国史,233,2,20,第六編結論第一章我國民族發展之囘顧中華_,民族,"合漢、滿、蒙囘、藏|、苗六族組合而成。距今四千年前,漢|族滋榮於黃|河流發展之族民上古域,以耕稼爲業","第六編結論第一章我國民族發展之囘顧中華_民族合漢、滿、蒙囘、藏|、苗六族組合而成。距今四千年前,漢|族滋榮於黃|河流發展之族民上古域,以耕稼爲業",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
70,民族,minzu,history,gaozhong-benguoshi,高中本国史,233,3,145,"|帝誅蚩|尤,顓_頊征九黎,大禹征有|苗,頑梗者竄之荒裔,柔順者留居故土,逐漸與漢|族同化,是爲我國",民族,"發展第一期。商、周之際,異族內侵,降至春|秋,漢|族勢力範圍最爲狹小。所謂中原者,不過河|南全省及|","|帝誅蚩|尤,顓_頊征九黎,大禹征有|苗,頑梗者竄之荒裔,柔順者留居故土,逐漸與漢|族同化,是爲我國民族發展第一期。商、周之際,異族內侵,降至春|秋,漢|族勢力範圍最爲狹小。所謂中原者,不過河|南全省及|",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
71,民族,minzu,history,gaozhong-benguoshi,高中本国史,233,4,326,"東夷倂於齊|,南蠻倂於楚|,舊時苗|族領域:大史國本中高半入漢族勢力範圍內矣。當|是時,西北二方有異",民族,"發現,以游牧爲業,喜爭鬬,好殺戮。其現於西方者曰戎,殺幽|王,滅西周,爲藏|族與漢|族衝突之始。現於","東夷倂於齊|,南蠻倂於楚|,舊時苗|族領域:大史國本中高半入漢族勢力範圍內矣。當|是時,西北二方有異民族發現,以游牧爲業,喜爭鬬,好殺戮。其現於西方者曰戎,殺幽|王,滅西周,爲藏|族與漢|族衝突之始。現於",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
72,民族,minzu,history,gaozhong-benguoshi,高中本国史,234,1,77,"西戎、北狄盡被攘逐,其遺留於中|國者與漢|族顧囘之展發族民國我同化。迄始|皇一統,車軌大同,是爲我國",民族,"發展第二期。秦|失其政,中|國內亂;匈|奴崛強。冒|頓南侵,漢高|祖禦之,敗於白|登,漢|族岌岌不能","西戎、北狄盡被攘逐,其遺留於中|國者與漢|族顧囘之展發族民國我同化。迄始|皇一統,車軌大同,是爲我國民族發展第二期。秦|失其政,中|國內亂;匈|奴崛強。冒|頓南侵,漢高|祖禦之,敗於白|登,漢|族岌岌不能",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
73,民族,minzu,history,gaozhong-benguoshi,高中本国史,234,2,134,"。秦|失其政,中|國內亂;匈|奴崛強。冒|頓南侵,漢高|祖禦之,敗於白|登,漢|族岌岌不能中古發展之",民族,"自保‘幸|武⋮宣]繼起;整兵經武,乘匈|奴內亂,一舉破之,呼|韓邪款關內附,處之五|原塞下。東|漢之","。秦|失其政,中|國內亂;匈|奴崛強。冒|頓南侵,漢高|祖禦之,敗於白|登,漢|族岌岌不能中古發展之民族自保‘幸|武⋮宣]繼起;整兵經武,乘匈|奴內亂,一舉破之,呼|韓邪款關內附,處之五|原塞下。東|漢之",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
74,民族,minzu,history,gaozhong-benguoshi,高中本国史,234,3,239,"|奴分爲南北,竇|憲北伐,匈|奴遠遁,其來降者入居西|河美|稷。朝||鮮、西|域皆被|漢化,是爲我國",民族,"發展第三期。當是時,滿|族之鮮|卑出現於東北,據有遼|河流域。藏|族之氐、|羌出現於西方,據有四|川","|奴分爲南北,竇|憲北伐,匈|奴遠遁,其來降者入居西|河美|稷。朝||鮮、西|域皆被|漢化,是爲我國民族發展第三期。當是時,滿|族之鮮|卑出現於東北,據有遼|河流域。藏|族之氐、|羌出現於西方,據有四|川",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
75,民族,minzu,history,gaozhong-benguoshi,高中本国史,234,4,443,"|帝南遷洛|陽,禁胡服,改姓氏,凡百舉措,皆以漢|化爲標準,冥冥之中,已自忘其爲鮮|卑種族,是爲我國",民族,"發展第四期。隋文帝統一南北,鑄成一大帝國。但囘|族之突|厥已崛起於北方,滿|族之高|麗,亦橫強於|東","|帝南遷洛|陽,禁胡服,改姓氏,凡百舉措,皆以漢|化爲標準,冥冥之中,已自忘其爲鮮|卑種族,是爲我國民族發展第四期。隋文帝統一南北,鑄成一大帝國。但囘|族之突|厥已崛起於北方,滿|族之高|麗,亦橫強於|東",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
76,民族,minzu,history,gaozhong-benguoshi,高中本国史,234,5,543,"|東海|,與隋|爲_敵。李|唐勃興,北滅突|厥,東覆高|麗,西臣吐|蕃,南|洋諸國相率來朝,是爲我國",民族,發展第五期。,"|東海|,與隋|爲_敵。李|唐勃興,北滅突|厥,東覆高|麗,西臣吐|蕃,南|洋諸國相率來朝,是爲我國民族發展第五期。",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
77,民族,minzu,history,gaozhong-benguoshi,高中本国史,235,1,142,"漢人互相倣效更易名姓氏族混淆,乃不可辨。又.其時蒙|古色目人多散居內地,與漢|族聯婚者不少,是爲我國",民族,"發展第六期。蒙|古民族,長於破壞,短於建設,種族龐雜,易起紛爭,幅員遼闊,難於統治;不得已分四汗國以","漢人互相倣效更易名姓氏族混淆,乃不可辨。又.其時蒙|古色目人多散居內地,與漢|族聯婚者不少,是爲我國民族發展第六期。蒙|古民族,長於破壞,短於建設,種族龐雜,易起紛爭,幅員遼闊,難於統治;不得已分四汗國以",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
78,民族,minzu,history,gaozhong-benguoshi,高中本国史,235,2,153,"族混淆,乃不可辨。又.其時蒙|古色目人多散居內地,與漢|族聯婚者不少,是爲我國民族發展第六期。蒙|古",民族,",長於破壞,短於建設,種族龐雜,易起紛爭,幅員遼闊,難於統治;不得已分四汗國以治之。乃骨肉內訌,時常","族混淆,乃不可辨。又.其時蒙|古色目人多散居內地,與漢|族聯婚者不少,是爲我國民族發展第六期。蒙|古民族,長於破壞,短於建設,種族龐雜,易起紛爭,幅員遼闊,難於統治;不得已分四汗國以治之。乃骨肉內訌,時常",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
79,民族,minzu,history,gaozhong-benguoshi,高中本国史,235,3,257,",未及百年,土崩瓦解。明|太祖崛起金|陵,徐、|常北伐,順|帝出走,中|華本部,遂爲漢|族所光復。異",民族,"之遺留內地者,完全同化我國,是爲我國民族發展第七期。近世朱明創業,壤地褊小,聲威遠不及漢、|唐,大漠",",未及百年,土崩瓦解。明|太祖崛起金|陵,徐、|常北伐,順|帝出走,中|華本部,遂爲漢|族所光復。異民族之遺留內地者,完全同化我國,是爲我國民族發展第七期。近世朱明創業,壤地褊小,聲威遠不及漢、|唐,大漠",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
80,民族,minzu,history,gaozhong-benguoshi,高中本国史,235,4,277,",徐、|常北伐,順|帝出走,中|華本部,遂爲漢|族所光復。異民族之遺留內地者,完全同化我國,是爲我國",民族,"發展第七期。近世朱明創業,壤地褊小,聲威遠不及漢、|唐,大漠南北,依然爲蒙|族窟穴。終明|之世,南民",",徐、|常北伐,順|帝出走,中|華本部,遂爲漢|族所光復。異民族之遺留內地者,完全同化我國,是爲我國民族發展第七期。近世朱明創業,壤地褊小,聲威遠不及漢、|唐,大漠南北,依然爲蒙|族窟穴。終明|之世,南民",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
81,民族,minzu,history,gaozhong-benguoshi,高中本国史,235,5,469,"及朝鮮|半島。版圖之大,逾越|漢、唐,漢、滿、蒙、囘、藏共戴一主,開五族共和之基,是爲我史國本中高國",民族,"發展第八期。現代民族之淸以乾隆爲極盛,嘉慶中衰,內亂屢起。道|光以後。東西洋人種侵入,而帝國主義發展","及朝鮮|半島。版圖之大,逾越|漢、唐,漢、滿、蒙、囘、藏共戴一主,開五族共和之基,是爲我史國本中高國民族發展第八期。現代民族之淸以乾隆爲極盛,嘉慶中衰,內亂屢起。道|光以後。東西洋人種侵入,而帝國主義發展",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
82,民族,minzu,history,gaozhong-benguoshi,高中本国史,235,6,479,"大,逾越|漢、唐,漢、滿、蒙、囘、藏共戴一主,開五族共和之基,是爲我史國本中高國民族發展第八期。現代",民族,"之淸以乾隆爲極盛,嘉慶中衰,內亂屢起。道|光以後。東西洋人種侵入,而帝國主義發展者|之壓迫,日甚一日","大,逾越|漢、唐,漢、滿、蒙、囘、藏共戴一主,開五族共和之基,是爲我史國本中高國民族發展第八期。現代民族之淸以乾隆爲極盛,嘉慶中衰,內亂屢起。道|光以後。東西洋人種侵入,而帝國主義發展者|之壓迫,日甚一日",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
83,民族,minzu,history,gaozhong-benguoshi,高中本国史,236,1,48,"蒙|藏。對內則頤指氣使,不肯開誠布公以圖自強。對外則奴顏婢膝,奉如帝天,以獻媚爲能事。以故中華|",民族,"受兩重壓迫,無法自存。國民之優秀者,乃不得不急圖自救,遂有辛亥革命。推翻數千年君主專制政體,合漢、|","蒙|藏。對內則頤指氣使,不肯開誠布公以圖自強。對外則奴顏婢膝,奉如帝天,以獻媚爲能事。以故中華|民族受兩重壓迫,無法自存。國民之優秀者,乃不得不急圖自救,遂有辛亥革命。推翻數千年君主專制政體,合漢、|",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
84,民族,minzu,history,gaozhong-benguoshi,高中本国史,236,2,121,"不急圖自救,遂有辛亥革命。推翻數千年君主專制政體,合漢、|滿、蒙|、囘、|藏建立中華|民國,是爲我國",民族,"發展第九期。習題(I)商、|周以降,蠻、夷戎、狄內侵,其爲患最大者何族?(2)兩|漢民族發展,功在何","不急圖自救,遂有辛亥革命。推翻數千年君主專制政體,合漢、|滿、蒙|、囘、|藏建立中華|民國,是爲我國民族發展第九期。習題(I)商、|周以降,蠻、夷戎、狄內侵,其爲患最大者何族?(2)兩|漢民族發展,功在何",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
85,民族,minzu,history,gaozhong-benguoshi,高中本国史,236,3,165,"國,是爲我國民族發展第九期。習題(I)商、|周以降,蠻、夷戎、狄內侵,其爲患最大者何族?(2)兩|漢",民族,"發展,功在何人?(47)魏|孝文效華|風,與命使之界世對國中中|國民族之發展有何關?係(壬)蒙|古族","國,是爲我國民族發展第九期。習題(I)商、|周以降,蠻、夷戎、狄內侵,其爲患最大者何族?(2)兩|漢民族發展,功在何人?(47)魏|孝文效華|風,與命使之界世對國中中|國民族之發展有何關?係(壬)蒙|古族",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
86,民族,minzu,history,gaozhong-benguoshi,高中本国史,236,4,200,"其爲患最大者何族?(2)兩|漢民族發展,功在何人?(47)魏|孝文效華|風,與命使之界世對國中中|國",民族,"之發展有何關?係(壬)蒙|古族入主中原,與我國民族發展有何關?係(〇)唐|平突|厥,明|逐元|人清]","其爲患最大者何族?(2)兩|漢民族發展,功在何人?(47)魏|孝文效華|風,與命使之界世對國中中|國民族之發展有何關?係(壬)蒙|古族入主中原,與我國民族發展有何關?係(〇)唐|平突|厥,明|逐元|人清]",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
87,民族,minzu,history,gaozhong-benguoshi,高中本国史,236,5,225,"(47)魏|孝文效華|風,與命使之界世對國中中|國民族之發展有何關?係(壬)蒙|古族入主中原,與我國",民族,"發展有何關?係(〇)唐|平突|厥,明|逐元|人清]統一漢、滿、蒙|、囘、藏,其關係於我國民族之發展孰","(47)魏|孝文效華|風,與命使之界世對國中中|國民族之發展有何關?係(壬)蒙|古族入主中原,與我國民族發展有何關?係(〇)唐|平突|厥,明|逐元|人清]統一漢、滿、蒙|、囘、藏,其關係於我國民族之發展孰",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
88,民族,minzu,history,gaozhong-benguoshi,高中本国史,236,6,271,",與我國民族發展有何關?係(〇)唐|平突|厥,明|逐元|人清]統一漢、滿、蒙|、囘、藏,其關係於我國",民族,"之發展孰?大第二章中國對世界之使命我國歷我國民族是東|亞大陸文明之創造者。對於世界文明有重大貢獻,如",",與我國民族發展有何關?係(〇)唐|平突|厥,明|逐元|人清]統一漢、滿、蒙|、囘、藏,其關係於我國民族之發展孰?大第二章中國對世界之使命我國歷我國民族是東|亞大陸文明之創造者。對於世界文明有重大貢獻,如",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
89,民族,minzu,history,gaozhong-benguoshi,高中本国史,236,7,295,"|逐元|人清]統一漢、滿、蒙|、囘、藏,其關係於我國民族之發展孰?大第二章中國對世界之使命我國歷我國",民族,"是東|亞大陸文明之創造者。對於世界文明有重大貢獻,如磁針、火藥、史之光榮印刷術是也。所以我國民族有光","|逐元|人清]統一漢、滿、蒙|、囘、藏,其關係於我國民族之發展孰?大第二章中國對世界之使命我國歷我國民族是東|亞大陸文明之創造者。對於世界文明有重大貢獻,如磁針、火藥、史之光榮印刷術是也。所以我國民族有光",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
90,民族,minzu,history,gaozhong-benguoshi,高中本国史,236,8,343,"我國民族是東|亞大陸文明之創造者。對於世界文明有重大貢獻,如磁針、火藥、史之光榮印刷術是也。所以我國",民族,"有光榮的歷史。而且自上古至現在近五千年,雖其及現狀間盛衰不常,而始終以漢|民族爲中心,在世界歷史上,","我國民族是東|亞大陸文明之創造者。對於世界文明有重大貢獻,如磁針、火藥、史之光榮印刷術是也。所以我國民族有光榮的歷史。而且自上古至現在近五千年,雖其及現狀間盛衰不常,而始終以漢|民族爲中心,在世界歷史上,",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
91,民族,minzu,history,gaozhong-benguoshi,高中本国史,236,9,382,"榮印刷術是也。所以我國民族有光榮的歷史。而且自上古至現在近五千年,雖其及現狀間盛衰不常,而始終以漢|",民族,"爲中心,在世界歷史上,生存活動,未嘗稍斷。與我國同時號爲世界文明古國者,如埃|及,如巴比|侖,如印|","榮印刷術是也。所以我國民族有光榮的歷史。而且自上古至現在近五千年,雖其及現狀間盛衰不常,而始終以漢|民族爲中心,在世界歷史上,生存活動,未嘗稍斷。與我國同時號爲世界文明古國者,如埃|及,如巴比|侖,如印|",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
92,民族,minzu,history,gaozhong-benguoshi,高中本国史,236,10,454,"。與我國同時號爲世界文明古國者,如埃|及,如巴比|侖,如印|度,至今都是河山依舊,景象已非。所以我國",民族,"又有悠久的歷史。但是此種歷史,並不是一帆風順演化而來。幾經波折,始有此成績。迄淸代與外國締結不平等條","。與我國同時號爲世界文明古國者,如埃|及,如巴比|侖,如印|度,至今都是河山依舊,景象已非。所以我國民族又有悠久的歷史。但是此種歷史,並不是一帆風順演化而來。幾經波折,始有此成績。迄淸代與外國締結不平等條",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
93,民族,minzu,history,gaozhong-benguoshi,高中本国史,237,1,0,,民族,"漸淪於「次殖民地」地位。據孫中|山所解釋,次殖民地更低於殖民地。因爲殖民地不過作一國的奴隸,次殖民地","民族漸淪於「次殖民地」地位。據孫中|山所解釋,次殖民地更低於殖民地。因爲殖民地不過作一國的奴隸,次殖民地",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
94,民族,minzu,history,gaozhong-benguoshi,高中本国史,237,2,67,"|山所解釋,次殖民地更低於殖民地。因爲殖民地不過作一國的奴隸,次殖民地卻要作多數國之奴隸。所以中國|",民族,"自求解放,實爲目前第一急務。我國民中國|民族不僅自求解放已也。必進而使世界上一切被壓迫民族共同解放以","|山所解釋,次殖民地更低於殖民地。因爲殖民地不過作一國的奴隸,次殖民地卻要作多數國之奴隸。所以中國|民族自求解放,實爲目前第一急務。我國民中國|民族不僅自求解放已也。必進而使世界上一切被壓迫民族共同解放以",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
95,民族,minzu,history,gaozhong-benguoshi,高中本国史,237,3,89,"不過作一國的奴隸,次殖民地卻要作多數國之奴隸。所以中國|民族自求解放,實爲目前第一急務。我國民中國|",民族,不僅自求解放已也。必進而使世界上一切被壓迫民族共同解放以族今日進於大同之域。孫中|山知之。所以提倡三,"不過作一國的奴隸,次殖民地卻要作多數國之奴隸。所以中國|民族自求解放,實爲目前第一急務。我國民中國|民族不僅自求解放已也。必進而使世界上一切被壓迫民族共同解放以族今日進於大同之域。孫中|山知之。所以提倡三",gaozhong-benguoshi_reader-pages-1-254_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/introduceBook/02902d70-c64a-4912-922e-32ceb176969f
